transactionID,customerID,franchiseID,dateTime,product,quantity,unitPrice,totalPrice,paymentMethod,cardNumber
2000255,1000160,3000030,2024-07-23 12:46:30.412406,Golden Gate Ginger,4,3,12,amex,377462453655240
2000256,1000008,3000004,2024-07-22 12:23:40.749191,Pearly Pies,7,3,21,mastercard,2267771898500137
2000257,1000253,3000035,2024-07-06 18:12:36.805961,Tokyo Tidbits,7,3,21,mastercard,2264444118547592
2000258,1000024,3000014,2024-07-05 20:28:10.777294,Pearly Pies,10,3,30,amex,379618091843252
2000259,1000177,3000003,2024-07-17 01:59:33.030104,Orchard Oasis,5,3,15,visa,4813677415526023
2000260,1000168,3000022,2024-07-03 10:59:21.913693,Golden Gate Ginger,5,3,15,mastercard,2286654612442058
2000261,1000169,3000031,2024-07-08 20:08:24.467642,Orchard Oasis,2,3,6,mastercard,2282051264593136
2000262,1000201,3000023,2024-07-23 10:28:03.240248,Outback Oatmeal,6,3,18,visa,4041644310796188
2000263,1000190,3000022,2024-07-15 14:58:08.859954,Austin Almond Biscotti,5,3,15,amex,377148354027817
2000264,1000187,3000043,2024-07-30 21:47:58.304889,Golden Gate Ginger,10,3,30,mastercard,2367803548428879
2000265,1000131,3000047,2024-07-14 05:37:54.716070,Outback Oatmeal,5,3,15,mastercard,5215477096504543
2000266,1000049,3000005,2024-07-19 11:05:55.333473,Austin Almond Biscotti,8,3,24,visa,4375336855376593
2000267,1000071,3000026,2024-07-05 18:58:02.202708,Tokyo Tidbits,5,3,15,mastercard,2652209975333331
2000268,1000150,3000034,2024-07-24 16:34:57.399909,Austin Almond Biscotti,2,3,6,mastercard,5310132794208673
2000269,1000080,3000045,2024-07-16 13:33:20.777549,Austin Almond Biscotti,10,3,30,mastercard,2293448410039419
2000270,1000024,3000028,2024-07-27 05:49:41.320096,Tokyo Tidbits,2,3,6,mastercard,2649848354918158
2000271,1000082,3000041,2024-07-16 11:33:43.410049,Golden Gate Ginger,4,3,12,amex,370186468421465
2000272,1000151,3000000,2024-07-30 01:40:07.845726,Golden Gate Ginger,10,3,30,amex,342288036825063
2000273,1000181,3000041,2024-07-11 11:24:58.057286,Golden Gate Ginger,8,3,24,mastercard,2250569803763405
2000274,1000123,3000017,2024-07-05 06:43:07.775862,Tokyo Tidbits,7,3,21,visa,4783912273369372
2000275,1000164,3000039,2024-07-20 02:51:54.260473,Orchard Oasis,7,3,21,mastercard,2282144046230125
2000276,1000107,3000035,2024-07-16 15:55:17.454134,Golden Gate Ginger,10,3,30,visa,4215149175317138
2000277,1000046,3000039,2024-07-30 19:19:11.995041,Austin Almond Biscotti,1,3,3,visa,4368766980538957
2000278,1000259,3000006,2024-07-08 15:46:18.693237,Austin Almond Biscotti,4,3,12,visa,4245935912562026
2000279,1000188,3000028,2024-07-25 12:17:20.789149,Golden Gate Ginger,5,3,15,visa,4381874860490274
2000280,1000265,3000013,2024-07-25 05:31:26.479446,Orchard Oasis,7,3,21,amex,374027740441903
2000281,1000066,3000001,2024-07-27 01:25:49.417253,Golden Gate Ginger,1,3,3,visa,4500132018687499
2000282,1000080,3000007,2024-07-11 11:19:35.984747,Pearly Pies,8,3,24,visa,4515592110296460
2000283,1000127,3000042,2024-07-22 04:16:00.949892,Orchard Oasis,4,3,12,amex,379022037039119
2000284,1000105,3000041,2024-07-16 09:43:08.581885,Tokyo Tidbits,9,3,27,mastercard,5362043760543927
2000285,1000091,3000042,2024-07-15 22:07:46.578224,Pearly Pies,4,3,12,amex,374799983829990
2000286,1000251,3000012,2024-07-23 08:15:30.745014,Pearly Pies,7,3,21,mastercard,2241150717241473
2000287,1000152,3000016,2024-07-02 18:42:59.460165,Tokyo Tidbits,2,3,6,mastercard,5420885535471952
2000288,1000001,3000040,2024-07-26 10:50:11.588782,Golden Gate Ginger,3,3,9,amex,374330799717474
2000289,1000103,3000024,2024-07-07 06:43:17.903003,Golden Gate Ginger,7,3,21,amex,341408642854486
2000290,1000056,3000013,2024-07-01 20:27:57.570711,Golden Gate Ginger,2,3,6,visa,4788912531812002
2000291,1000287,3000046,2024-07-17 12:28:58.123308,Pearly Pies,9,3,27,amex,377921546229552
2000292,1000067,3000010,2024-07-12 14:05:29.911842,Pearly Pies,1,3,3,visa,4555104749362704
2000293,1000160,3000039,2024-07-03 12:39:51.453981,Orchard Oasis,10,3,30,visa,4589786863385741
2000294,1000248,3000027,2024-07-04 02:15:16.711631,Pearly Pies,4,3,12,visa,4634369830125667
2000295,1000015,3000014,2024-07-02 00:56:13.802010,Tokyo Tidbits,1,3,3,visa,4240410124897706
2000296,1000071,3000017,2024-07-23 02:28:15.379246,Pearly Pies,6,3,18,mastercard,2332280616037985
2000297,1000004,3000040,2024-07-29 08:08:46.511658,Orchard Oasis,4,3,12,mastercard,2269020996008710
2000298,1000076,3000015,2024-07-16 09:34:59.523370,Tokyo Tidbits,7,3,21,mastercard,2292772847697791
2000299,1000228,3000036,2024-07-26 17:52:21.899565,Golden Gate Ginger,5,3,15,visa,4869232954026242
2000300,1000092,3000038,2024-07-14 02:10:37.827619,Outback Oatmeal,7,3,21,visa,4952308912880520
2000301,1000141,3000030,2024-07-05 00:43:11.455583,Orchard Oasis,2,3,6,visa,4593951194997796
2000302,1000193,3000034,2024-07-16 17:50:32.018364,Austin Almond Biscotti,4,3,12,mastercard,2241053543337418
2000303,1000181,3000008,2024-07-16 11:53:35.313012,Orchard Oasis,1,3,3,visa,4147248891093396
2000304,1000274,3000027,2024-07-14 19:01:42.371674,Outback Oatmeal,9,3,27,mastercard,5370545253640945
2000305,1000152,3000021,2024-07-07 02:10:18.094470,Tokyo Tidbits,3,3,9,amex,347249520989547
2000306,1000208,3000014,2024-07-24 05:16:00.168320,Pearly Pies,8,3,24,amex,379173565375076
2000307,1000087,3000017,2024-07-19 19:07:26.399920,Austin Almond Biscotti,2,3,6,mastercard,2720691829648162
2000308,1000120,3000043,2024-07-09 03:10:27.032186,Austin Almond Biscotti,9,3,27,amex,347786245143793
2000309,1000027,3000013,2024-07-09 02:11:29.942317,Tokyo Tidbits,10,3,30,visa,4337825177609753
2000310,1000052,3000030,2024-07-03 12:59:50.850835,Golden Gate Ginger,1,3,3,visa,4355747036201399
2000311,1000192,3000036,2024-07-13 04:43:33.156669,Tokyo Tidbits,1,3,3,amex,343254456574275
2000312,1000126,3000011,2024-07-26 21:38:44.437392,Austin Almond Biscotti,2,3,6,amex,344183084089795
2000313,1000093,3000003,2024-07-18 02:34:39.376376,Pearly Pies,2,3,6,visa,4153010892715992
2000314,1000246,3000015,2024-07-29 19:41:24.070178,Outback Oatmeal,7,3,21,mastercard,2279295994163364
2000315,1000176,3000030,2024-07-15 04:11:52.810050,Austin Almond Biscotti,6,3,18,visa,4798925160492415
2000316,1000262,3000016,2024-07-29 21:01:09.230891,Orchard Oasis,3,3,9,amex,375027657029062
2000317,1000266,3000025,2024-07-24 02:20:37.276033,Orchard Oasis,9,3,27,visa,4830624962161712
2000318,1000054,3000046,2024-07-12 05:05:48.392998,Golden Gate Ginger,3,3,9,amex,379685874150338
2000319,1000231,3000034,2024-07-05 00:39:42.792178,Golden Gate Ginger,7,3,21,amex,340843611527161
2000320,1000171,3000013,2024-07-30 07:18:27.673677,Tokyo Tidbits,1,3,3,visa,4531841099057082
2000321,1000082,3000001,2024-07-07 23:44:28.306319,Outback Oatmeal,1,3,3,amex,342717372383287
2000322,1000111,3000033,2024-07-22 11:09:52.968911,Tokyo Tidbits,9,3,27,mastercard,5235314567990271
2000323,1000291,3000005,2024-07-29 05:53:44.474339,Golden Gate Ginger,1,3,3,visa,4201262274938310
2000324,1000282,3000024,2024-07-11 13:02:51.296037,Orchard Oasis,5,3,15,amex,373233591971813
2000325,1000059,3000015,2024-07-06 16:36:20.915324,Tokyo Tidbits,6,3,18,visa,4999139733039730
2000326,1000273,3000000,2024-07-12 13:05:12.977860,Golden Gate Ginger,2,3,6,visa,4913872356120220
2000327,1000033,3000031,2024-07-09 22:16:19.287689,Pearly Pies,2,3,6,mastercard,5221717721584721
2000328,1000108,3000029,2024-07-28 16:16:53.941156,Outback Oatmeal,10,3,30,mastercard,5563982583768079
2000329,1000045,3000047,2024-07-01 21:45:57.832509,Golden Gate Ginger,6,3,18,mastercard,5467894589345876
2000330,1000136,3000036,2024-07-28 02:28:07.775858,Austin Almond Biscotti,1,3,3,mastercard,2330269379018532
2000331,1000020,3000022,2024-07-10 19:58:51.041409,Outback Oatmeal,3,3,9,amex,376520007707709
2000332,1000030,3000014,2024-07-22 07:53:14.700456,Orchard Oasis,10,3,30,visa,4640238171194263
2000333,1000099,3000030,2024-07-20 14:10:07.968641,Austin Almond Biscotti,7,3,21,visa,4996485963227237
2000334,1000245,3000010,2024-07-25 11:03:28.054824,Golden Gate Ginger,9,3,27,amex,377299154726213
2000335,1000188,3000013,2024-07-18 21:26:36.917046,Outback Oatmeal,8,3,24,mastercard,5134909996492112
2000336,1000262,3000022,2024-07-09 11:02:32.657620,Outback Oatmeal,5,3,15,amex,341771949466985
2000337,1000057,3000022,2024-07-19 16:28:46.985542,Golden Gate Ginger,3,3,9,visa,4603996979695899
2000338,1000009,3000015,2024-07-04 11:01:02.427328,Golden Gate Ginger,1,3,3,amex,346665344408581
2000339,1000250,3000013,2024-07-21 05:46:51.991470,Orchard Oasis,5,3,15,amex,378053916265997
2000340,1000287,3000005,2024-07-23 05:27:25.711430,Golden Gate Ginger,4,3,12,amex,370839048657228
2000341,1000088,3000033,2024-07-28 00:58:32.489172,Austin Almond Biscotti,5,3,15,visa,4973526615488789
2000342,1000139,3000016,2024-07-07 04:19:05.409154,Pearly Pies,4,3,12,mastercard,2718553218418900
2000343,1000135,3000041,2024-07-11 13:36:05.849700,Pearly Pies,6,3,18,visa,4259005728171140
2000344,1000145,3000005,2024-07-18 02:39:49.300769,Golden Gate Ginger,7,3,21,mastercard,5353103923768836
2000345,1000097,3000024,2024-07-13 07:06:42.128566,Orchard Oasis,5,3,15,amex,342427414131153
2000346,1000060,3000028,2024-07-18 19:14:51.718938,Austin Almond Biscotti,1,3,3,amex,374563088506865
2000347,1000167,3000023,2024-07-12 14:50:56.673988,Austin Almond Biscotti,3,3,9,mastercard,2261246348550905
2000348,1000114,3000037,2024-07-25 22:07:45.663965,Pearly Pies,3,3,9,mastercard,5355332317985734
2000349,1000192,3000012,2024-07-16 21:16:04.985634,Orchard Oasis,10,3,30,amex,348950764661879
2000350,1000081,3000017,2024-07-10 01:36:34.502184,Austin Almond Biscotti,4,3,12,amex,372026193933004
2000351,1000121,3000013,2024-07-16 07:40:45.407409,Tokyo Tidbits,1,3,3,amex,377094327032544
2000352,1000126,3000031,2024-07-26 17:42:57.830922,Golden Gate Ginger,7,3,21,mastercard,5510848320891157
2000353,1000049,3000005,2024-07-14 09:29:57.982062,Austin Almond Biscotti,10,3,30,mastercard,2435109422248773
2000354,1000296,3000025,2024-07-29 05:46:42.888308,Golden Gate Ginger,4,3,12,visa,4265808150772513
2000355,1000148,3000046,2024-07-22 10:29:36.175156,Outback Oatmeal,10,3,30,visa,4488056230944931
2000356,1000241,3000003,2024-07-18 11:49:24.879467,Orchard Oasis,5,3,15,visa,4585820063957332
2000357,1000275,3000031,2024-07-04 10:56:16.318385,Outback Oatmeal,6,3,18,amex,341208214692912
2000358,1000108,3000001,2024-07-22 04:45:02.649654,Tokyo Tidbits,7,3,21,mastercard,2242386938663348
2000359,1000052,3000020,2024-07-03 04:03:27.247102,Golden Gate Ginger,8,3,24,amex,374350015071183
2000360,1000005,3000020,2024-07-17 18:04:33.750229,Austin Almond Biscotti,1,3,3,mastercard,5151618734786861
2000361,1000280,3000021,2024-07-28 23:52:21.043864,Orchard Oasis,5,3,15,amex,370870076847829
2000362,1000132,3000021,2024-07-24 04:35:23.527864,Pearly Pies,7,3,21,amex,341186857304609
2000363,1000278,3000023,2024-07-08 01:09:21.492390,Outback Oatmeal,2,3,6,mastercard,2605304853216605
2000364,1000191,3000043,2024-07-14 08:48:43.144173,Pearly Pies,9,3,27,amex,348886377259471
2000365,1000107,3000032,2024-07-22 16:56:08.675843,Pearly Pies,5,3,15,visa,4030001957303880
2000366,1000006,3000014,2024-07-03 03:42:20.038453,Outback Oatmeal,10,3,30,visa,4950357221952894
2000367,1000140,3000010,2024-07-29 18:42:39.987564,Austin Almond Biscotti,9,3,27,visa,4107739113521170
2000368,1000028,3000008,2024-07-12 14:35:27.824478,Tokyo Tidbits,7,3,21,visa,4623433695728016
2000369,1000028,3000023,2024-07-16 01:12:54.383610,Golden Gate Ginger,4,3,12,amex,341377173450214
2000370,1000122,3000034,2024-07-20 13:19:24.887648,Golden Gate Ginger,3,3,9,mastercard,5143555431912476
2000371,1000012,3000027,2024-07-16 15:14:01.875418,Golden Gate Ginger,9,3,27,mastercard,5305422571446456
2000372,1000117,3000000,2024-07-30 20:34:14.711618,Pearly Pies,2,3,6,visa,4131421324560103
2000373,1000132,3000013,2024-07-26 11:01:59.667377,Tokyo Tidbits,2,3,6,visa,4766252065837091
2000374,1000018,3000045,2024-07-14 14:27:52.762889,Orchard Oasis,2,3,6,visa,4707526409462845
2000375,1000210,3000023,2024-07-29 05:52:55.763110,Golden Gate Ginger,5,3,15,mastercard,2683443816707527
2000376,1000162,3000029,2024-07-08 00:31:20.593056,Tokyo Tidbits,9,3,27,visa,4753571535190210
2000377,1000193,3000011,2024-07-09 16:06:45.431442,Pearly Pies,8,3,24,amex,345210277719331
2000378,1000085,3000001,2024-07-03 22:15:34.106848,Tokyo Tidbits,3,3,9,amex,344048859509055
2000379,1000215,3000020,2024-07-07 07:43:55.472000,Outback Oatmeal,8,3,24,visa,4490853562279910
2000380,1000018,3000030,2024-07-05 17:52:15.081650,Outback Oatmeal,5,3,15,mastercard,2340548214235460
2000381,1000164,3000020,2024-07-26 16:16:15.995494,Tokyo Tidbits,8,3,24,mastercard,5480566214584607
2000382,1000077,3000022,2024-07-20 13:57:51.269290,Pearly Pies,8,3,24,amex,372523893991787
2000383,1000104,3000031,2024-07-06 21:50:54.835112,Outback Oatmeal,6,3,18,mastercard,2273480728935768
2000384,1000248,3000021,2024-07-05 05:00:55.759400,Golden Gate Ginger,3,3,9,amex,347487104785861
2000385,1000234,3000027,2024-07-20 10:56:24.652544,Outback Oatmeal,4,3,12,amex,377825764209065
2000386,1000053,3000035,2024-07-03 21:58:49.261147,Golden Gate Ginger,3,3,9,mastercard,2265167034220569
2000387,1000093,3000004,2024-07-03 06:11:46.142857,Pearly Pies,9,3,27,visa,4667551757881410
2000388,1000262,3000016,2024-07-07 12:24:03.328860,Tokyo Tidbits,4,3,12,amex,348357665557281
2000389,1000135,3000040,2024-07-20 07:04:13.595284,Orchard Oasis,1,3,3,mastercard,2287721271280266
2000390,1000246,3000030,2024-07-02 22:52:10.433205,Golden Gate Ginger,10,3,30,visa,4783126505670701
2000391,1000256,3000036,2024-07-14 10:42:46.804970,Pearly Pies,10,3,30,amex,341644772488477
2000392,1000271,3000040,2024-07-17 20:14:01.821003,Pearly Pies,9,3,27,amex,345319158890242
2000393,1000291,3000034,2024-07-18 22:55:56.375818,Austin Almond Biscotti,2,3,6,visa,4502891908825612
2000394,1000137,3000024,2024-07-28 14:40:24.452377,Golden Gate Ginger,9,3,27,visa,4167735265434250
2000395,1000088,3000011,2024-07-08 22:01:31.709577,Austin Almond Biscotti,7,3,21,visa,4853193847099101
2000396,1000163,3000029,2024-07-03 07:22:35.123173,Golden Gate Ginger,9,3,27,mastercard,2224139056015086
2000397,1000297,3000030,2024-07-11 19:56:36.636245,Tokyo Tidbits,6,3,18,mastercard,2281507127262731
2000398,1000104,3000042,2024-07-09 11:08:02.635831,Austin Almond Biscotti,7,3,21,visa,4028230321045414
2000399,1000052,3000027,2024-07-18 01:37:29.040695,Tokyo Tidbits,7,3,21,amex,374879208358965
2000400,1000057,3000034,2024-07-24 08:15:55.790253,Outback Oatmeal,4,3,12,amex,374495109305367
2000401,1000198,3000011,2024-07-05 15:18:27.610882,Pearly Pies,5,3,15,mastercard,2295480818064341
2000402,1000021,3000007,2024-07-02 05:51:43.919460,Golden Gate Ginger,8,3,24,visa,4232551042988802
2000403,1000176,3000014,2024-07-15 19:29:50.310146,Orchard Oasis,6,3,18,visa,4505572091796144
2000404,1000155,3000032,2024-07-09 21:22:05.911034,Tokyo Tidbits,5,3,15,mastercard,2266775975638349
2000405,1000132,3000030,2024-07-17 19:36:19.487096,Golden Gate Ginger,9,3,27,mastercard,5471788365971463
2000406,1000151,3000030,2024-07-08 14:35:24.188028,Golden Gate Ginger,6,3,18,amex,341275489093753
2000407,1000243,3000019,2024-07-22 05:11:05.635637,Orchard Oasis,2,3,6,mastercard,2698498346758898
2000408,1000175,3000030,2024-07-25 23:45:52.037928,Tokyo Tidbits,10,3,30,mastercard,2251217644913305
2000409,1000143,3000024,2024-07-08 14:22:36.153149,Golden Gate Ginger,8,3,24,amex,376205311329610
2000410,1000156,3000024,2024-07-07 09:01:25.405262,Orchard Oasis,6,3,18,visa,4911066978060144
2000411,1000197,3000035,2024-07-16 08:20:02.242423,Austin Almond Biscotti,6,3,18,amex,372678209148025
2000412,1000274,3000007,2024-07-24 19:32:30.770060,Austin Almond Biscotti,9,3,27,visa,4912028823922810
2000413,1000143,3000046,2024-07-12 13:39:07.995412,Austin Almond Biscotti,5,3,15,amex,375816156482503
2000414,1000203,3000017,2024-07-03 22:23:20.905872,Golden Gate Ginger,5,3,15,amex,348098906059840
2000415,1000123,3000025,2024-07-09 12:39:20.898993,Austin Almond Biscotti,1,3,3,amex,373015236064041
2000416,1000127,3000005,2024-07-07 23:20:07.731025,Golden Gate Ginger,6,3,18,mastercard,2255751332506811
2000417,1000171,3000026,2024-07-05 04:44:22.589838,Pearly Pies,4,3,12,visa,4435975445228950
2000418,1000266,3000029,2024-07-19 14:55:09.335587,Orchard Oasis,5,3,15,amex,341942399962423
2000419,1000144,3000034,2024-07-19 12:02:20.880608,Orchard Oasis,6,3,18,amex,348223525341813
2000420,1000022,3000010,2024-07-08 03:32:48.433920,Orchard Oasis,6,3,18,amex,375944340394754
2000421,1000079,3000015,2024-07-15 06:27:46.722967,Pearly Pies,7,3,21,amex,377058699022250
2000422,1000216,3000008,2024-07-18 11:37:25.394322,Orchard Oasis,5,3,15,amex,374997663749930
2000423,1000049,3000021,2024-07-09 20:42:45.575719,Austin Almond Biscotti,2,3,6,amex,377640821430541
2000424,1000227,3000008,2024-07-02 16:56:04.807238,Pearly Pies,1,3,3,visa,4077243630530521
2000425,1000226,3000043,2024-07-15 05:37:01.249795,Tokyo Tidbits,5,3,15,amex,342058841511111
2000426,1000218,3000047,2024-07-16 22:59:38.531352,Outback Oatmeal,5,3,15,visa,4243764125895136
2000427,1000167,3000015,2024-07-24 14:24:01.690202,Tokyo Tidbits,8,3,24,visa,4678579478317304
2000428,1000188,3000028,2024-07-20 09:47:07.284635,Golden Gate Ginger,9,3,27,visa,4482963886982915
2000429,1000255,3000041,2024-07-15 01:45:35.906282,Orchard Oasis,2,3,6,visa,4572025286514861
2000430,1000025,3000033,2024-07-24 13:07:58.166982,Outback Oatmeal,2,3,6,visa,4604634804204608
2000431,1000293,3000008,2024-07-20 02:01:04.890189,Pearly Pies,3,3,9,mastercard,2228362750199248
2000432,1000177,3000014,2024-07-20 04:43:04.669545,Orchard Oasis,8,3,24,amex,343511685018337
2000433,1000141,3000014,2024-07-12 20:58:58.100839,Austin Almond Biscotti,1,3,3,amex,372056260153681
2000434,1000011,3000015,2024-07-18 05:36:54.330985,Pearly Pies,6,3,18,amex,346040426053921
2000435,1000027,3000046,2024-07-19 03:55:43.331941,Orchard Oasis,10,3,30,amex,379484608114640
2000436,1000025,3000008,2024-07-20 04:31:11.058734,Outback Oatmeal,3,3,9,amex,349463231858614
2000437,1000206,3000041,2024-07-15 16:58:06.455545,Outback Oatmeal,10,3,30,visa,4305325504137782
2000438,1000065,3000032,2024-07-27 13:34:39.877432,Golden Gate Ginger,6,3,18,mastercard,2264089861664530
2000439,1000001,3000023,2024-07-21 03:10:09.678831,Outback Oatmeal,5,3,15,amex,372551867753057
2000440,1000271,3000025,2024-07-02 19:45:11.548960,Pearly Pies,7,3,21,amex,343626814936892
2000441,1000147,3000026,2024-07-17 16:29:39.698745,Outback Oatmeal,6,3,18,mastercard,2564451493175631
2000442,1000133,3000011,2024-07-07 01:29:31.821501,Outback Oatmeal,4,3,12,mastercard,2239103356554569
2000443,1000016,3000021,2024-07-23 12:19:48.454397,Outback Oatmeal,2,3,6,amex,340842054730258
2000444,1000101,3000047,2024-07-13 12:55:57.078204,Tokyo Tidbits,5,3,15,amex,348008018048003
2000445,1000249,3000015,2024-07-24 08:35:08.819136,Tokyo Tidbits,6,3,18,visa,4874261876595573
2000446,1000133,3000010,2024-07-15 02:38:04.011882,Austin Almond Biscotti,3,3,9,amex,379895244012882
2000447,1000183,3000035,2024-07-29 17:42:24.781184,Golden Gate Ginger,1,3,3,mastercard,2228531324931985
2000448,1000187,3000006,2024-07-01 17:21:43.090214,Golden Gate Ginger,7,3,21,amex,370776409552954
2000449,1000282,3000042,2024-07-11 20:13:07.982893,Austin Almond Biscotti,4,3,12,visa,4372967056975537
2000450,1000179,3000002,2024-07-27 12:04:41.837703,Tokyo Tidbits,1,3,3,mastercard,2258039433856351
2000451,1000295,3000034,2024-07-12 08:48:59.410713,Outback Oatmeal,5,3,15,visa,4189448456550165
2000452,1000010,3000008,2024-07-04 14:00:59.219193,Tokyo Tidbits,8,3,24,visa,4662404259914229
2000453,1000115,3000008,2024-07-14 07:55:19.606176,Pearly Pies,1,3,3,amex,371296996148065
2000454,1000209,3000016,2024-07-30 03:17:22.441200,Tokyo Tidbits,4,3,12,amex,374351947991316
2000455,1000047,3000017,2024-07-28 03:55:25.097518,Tokyo Tidbits,5,3,15,visa,4264527842496353
2000456,1000150,3000021,2024-07-09 05:25:08.189131,Pearly Pies,9,3,27,amex,349865956492728
2000457,1000126,3000005,2024-07-10 13:50:51.749922,Pearly Pies,2,3,6,mastercard,2710668901605007
2000458,1000030,3000002,2024-07-08 22:55:49.391482,Pearly Pies,9,3,27,amex,342277374953264
2000459,1000143,3000042,2024-07-26 15:43:13.125351,Orchard Oasis,3,3,9,visa,4298465805092283
2000460,1000241,3000023,2024-07-19 01:08:28.227111,Outback Oatmeal,4,3,12,mastercard,2280068597729965
2000461,1000142,3000045,2024-07-26 13:14:19.535313,Tokyo Tidbits,4,3,12,mastercard,2720460068106179
2000462,1000114,3000024,2024-07-06 17:30:22.117270,Austin Almond Biscotti,10,3,30,visa,4378984790374517
2000463,1000073,3000047,2024-07-29 03:39:13.897255,Austin Almond Biscotti,10,3,30,amex,374927905643484
2000464,1000187,3000027,2024-07-16 12:09:59.577020,Outback Oatmeal,1,3,3,mastercard,2268323240379155
2000465,1000152,3000022,2024-07-12 20:06:36.717359,Golden Gate Ginger,6,3,18,amex,348271360166019
2000466,1000155,3000020,2024-07-25 18:43:42.587786,Orchard Oasis,5,3,15,amex,375669883478603
2000467,1000156,3000038,2024-07-12 22:27:26.141406,Austin Almond Biscotti,1,3,3,mastercard,2718934174062017
2000468,1000277,3000008,2024-07-19 06:59:21.460070,Austin Almond Biscotti,6,3,18,amex,343744038146246
2000469,1000224,3000009,2024-07-17 11:00:58.174449,Golden Gate Ginger,1,3,3,visa,4217569798652769
2000470,1000055,3000031,2024-07-18 19:52:55.532568,Tokyo Tidbits,3,3,9,amex,345146053395807
2000471,1000043,3000012,2024-07-07 08:12:01.849302,Outback Oatmeal,9,3,27,visa,4424809060005083
2000472,1000085,3000025,2024-07-23 09:11:51.294180,Austin Almond Biscotti,10,3,30,visa,4935738053721913
2000473,1000025,3000040,2024-07-30 10:17:07.411820,Austin Almond Biscotti,5,3,15,amex,371687050524904
2000474,1000227,3000009,2024-07-30 15:37:47.933919,Outback Oatmeal,3,3,9,visa,4742268938216254
2000475,1000225,3000032,2024-07-26 19:08:44.685222,Orchard Oasis,10,3,30,mastercard,2418837625057176
2000476,1000207,3000001,2024-07-13 22:49:52.117371,Outback Oatmeal,7,3,21,mastercard,5471200671385339
2000477,1000034,3000039,2024-07-11 14:52:17.245958,Orchard Oasis,1,3,3,visa,4191454863964987
2000478,1000222,3000020,2024-07-05 20:24:57.702688,Outback Oatmeal,4,3,12,mastercard,2261459785830462
2000479,1000129,3000022,2024-07-18 15:24:50.941581,Orchard Oasis,7,3,21,visa,4314525820954419
2000480,1000147,3000035,2024-07-01 20:21:30.374832,Tokyo Tidbits,7,3,21,amex,348494235518293
2000481,1000167,3000023,2024-07-02 14:28:00.015280,Austin Almond Biscotti,7,3,21,amex,372683539636368
2000482,1000068,3000038,2024-07-05 02:21:52.763036,Golden Gate Ginger,4,3,12,mastercard,5422217309327335
2000483,1000134,3000044,2024-07-20 02:41:59.435654,Outback Oatmeal,3,3,9,mastercard,5557343580222610
2000484,1000105,3000045,2024-07-12 09:23:39.038695,Pearly Pies,10,3,30,visa,4378016081828404
2000485,1000052,3000010,2024-07-29 01:21:09.326725,Tokyo Tidbits,10,3,30,mastercard,2295532939414696
2000486,1000018,3000045,2024-07-22 05:47:11.285655,Austin Almond Biscotti,1,3,3,mastercard,2239663062275429
2000487,1000112,3000010,2024-07-17 01:17:26.371273,Austin Almond Biscotti,8,3,24,visa,4466960102292210
2000488,1000248,3000035,2024-07-25 21:07:37.781801,Orchard Oasis,2,3,6,amex,373276681343963
2000489,1000178,3000032,2024-07-09 10:26:57.072977,Outback Oatmeal,4,3,12,amex,340669996751120
2000490,1000027,3000037,2024-07-01 20:27:25.731865,Tokyo Tidbits,8,3,24,mastercard,2707928150633315
2000491,1000148,3000022,2024-07-18 23:48:48.302692,Orchard Oasis,7,3,21,mastercard,2254667997494427
2000492,1000149,3000013,2024-07-15 17:14:56.093168,Orchard Oasis,1,3,3,mastercard,2368450610461732
2000493,1000120,3000017,2024-07-19 04:11:41.565195,Outback Oatmeal,10,3,30,amex,370530008361519
2000494,1000046,3000015,2024-07-24 21:15:36.807363,Pearly Pies,6,3,18,visa,4257160492128701
2000495,1000258,3000028,2024-07-29 16:07:52.401116,Austin Almond Biscotti,6,3,18,visa,4698846701484177
2000496,1000083,3000045,2024-07-16 00:21:30.166646,Austin Almond Biscotti,5,3,15,visa,4809571592325901
2000497,1000292,3000000,2024-07-27 18:18:12.540503,Austin Almond Biscotti,8,3,24,visa,4536304034732546
2000498,1000270,3000012,2024-07-16 13:32:50.616568,Pearly Pies,7,3,21,amex,374020946439342
2000499,1000286,3000009,2024-07-09 05:02:33.335867,Austin Almond Biscotti,6,3,18,mastercard,2720955928283332
2000500,1000138,3000004,2024-07-02 20:58:03.031045,Outback Oatmeal,3,3,9,amex,346908333360870
2000501,1000169,3000042,2024-07-04 16:09:22.044568,Orchard Oasis,3,3,9,visa,4596481901062889
2000502,1000291,3000028,2024-07-07 10:53:23.258085,Tokyo Tidbits,1,3,3,visa,4431280402898257
2000503,1000149,3000001,2024-07-26 19:08:09.243658,Austin Almond Biscotti,2,3,6,amex,374335388915041
2000504,1000075,3000046,2024-07-19 21:27:43.742664,Pearly Pies,10,3,30,amex,348420478700272
2000505,1000063,3000042,2024-07-29 17:10:19.605172,Golden Gate Ginger,8,3,24,visa,4092209774905226
2000506,1000121,3000037,2024-07-30 03:06:51.489349,Pearly Pies,8,3,24,visa,4464000280646895
2000507,1000034,3000041,2024-07-22 07:20:22.939942,Pearly Pies,1,3,3,amex,342769769609303
2000508,1000299,3000010,2024-07-22 02:18:40.006201,Outback Oatmeal,7,3,21,amex,345018393794009
2000509,1000204,3000026,2024-07-22 13:42:48.293289,Tokyo Tidbits,7,3,21,mastercard,2709822670032124
2000510,1000251,3000015,2024-07-29 06:16:35.038905,Outback Oatmeal,6,3,18,mastercard,5478809584700666
